sgRNA	Gene	HL60initial	HL60final	KBM7initial	KBM7final
RNF187_p228675300	RNF187	597	1322	660	2804
RNF20_m104297744	RNF20	1133	1788	742	2697
RNF20_m104297751	RNF20	126	77	211	144
RNF20_m104297759	RNF20	364	370	284	232
RNF20_m104297796	RNF20	341	524	43	322
RNF20_p104297768	RNF20	606	1043	266	1938
RNF20_p104297779	RNF20	506	1294	532	900
RNF20_p104297798	RNF20	207	98	163	276
RNF20_p104297812	RNF20	88	199	163	45
RNF20_p104302519	RNF20	561	844	351	1036
RNF20_p104302527	RNF20	999	1927	531	380
RNF212_m1090611	RNF212	643	1450	796	3097
RNF212_m1107145	RNF212	598	1168	449	2116
RNF212_m1107151	RNF212	824	2340	847	2698
RNF212_m1107177	RNF212	600	1889	1017	2352
RNF212_m1107242	RNF212	575	1617	592	1935
RNF212_p1107131	RNF212	611	654	327	41
RNF212_p1107162	RNF212	1311	2500	1037	2835
RNF212_p1107167	RNF212	856	1917	614	1885
RNF212_p1107188	RNF212	298	447	299	1027
RNF212_p1107225	RNF212	548	1315	687	1489
RNF216_m5792502	RNF216	694	1041	457	1023
RNF216_m5792541	RNF216	622	1402	758	1696
RNF216_m5792554	RNF216	731	979	389	1558
RNF216_m5792559	RNF216	388	498	229	954
RNF216_m5792590	RNF216	116	644	91	636
RNF216_p5792504	RNF216	422	611	392	907
RNF216_p5792510	RNF216	662	1395	487	2622
RNF216_p5792545	RNF216	305	522	153	346
RNF216_p5792563	RNF216	371	554	187	460
RNF216_p5792574	RNF216	803	2031	691	2689
RNF25_m219533011	RNF25	1013	2628	877	2834
RNF25_m219533017	RNF25	0	106	73	170
RNF25_m219533053	RNF25	579	1199	630	1212
RNF25_m219533329	RNF25	168	600	129	437
RNF25_m219533339	RNF25	526	2312	514	2761
RNF25_m219536666	RNF25	39	11	58	114
RNF25_p219533003	RNF25	168	72	166	216
RNF25_p219533034	RNF25	501	954	389	876
RNF25_p219533371	RNF25	267	1256	340	636
RNF25_p219533376	RNF25	575	443	413	1217
RNF2_m185060749	RNF2	322	1055	453	1167
RNF2_m185060861	RNF2	126	642	356	1271
RNF2_m185062255	RNF2	494	1404	532	2670
RNF2_m185062332	RNF2	881	2236	594	2208
RNF2_p185056672	RNF2	202	728	226	419
RNF2_p185056750	RNF2	699	1645	296	993
RNF2_p185060848	RNF2	233	1013	161	751
RNF2_p185062311	RNF2	446	1030	350	997
RNF2_p185062357	RNF2	352	576	255	77
RNF2_p185062386	RNF2	658	1307	507	958
RNF34_m121855686	RNF34	549	1029	375	895
RNF34_m121855694	RNF34	169	1617	237	957
RNF34_m121858385	RNF34	199	187	149	127
RNF34_m121858395	RNF34	201	278	100	616
RNF34_m121858435	RNF34	241	893	146	593
RNF34_p121855653	RNF34	671	924	362	1075
RNF34_p121855678	RNF34	318	826	308	1075
RNF34_p121858423	RNF34	1256	2551	848	3384
RNF34_p121858450	RNF34	387	887	499	1570
RNF34_p121858459	RNF34	708	2200	443	2556
RNF40_m30773867	RNF40	598	1227	534	1262
RNF40_m30773951	RNF40	676	986	824	739
RNF40_m30773971	RNF40	467	1359	792	725
RNF40_p30773851	RNF40	239	643	387	966
RNF40_p30773857	RNF40	552	658	364	1132
RNF40_p30773875	RNF40	475	435	311	1245
RNF40_p30773881	RNF40	417	860	249	510
RNF40_p30773959	RNF40	597	720	439	935
RNF40_p30773976	RNF40	316	159	183	89
RNF40_p30774425	RNF40	342	1001	92	794
RNF43_m56492850	RNF43	836	1956	682	2564
RNF43_m56492855	RNF43	580	1825	690	1706
RNF43_m56492870	RNF43	162	23	36	477
RNF43_m56492902	RNF43	110	324	112	819
RNF43_m56492913	RNF43	907	2096	652	2952
RNF43_m56492930	RNF43	1709	2027	1226	3895
RNF43_p56492857	RNF43	576	2204	312	1573
RNF43_p56492875	RNF43	785	2215	468	1589
RNF43_p56492883	RNF43	404	1602	494	1884
RNF43_p56492904	RNF43	227	802	221	331
RNF4_m2498805	RNF4	692	1206	512	735
RNF4_m2514813	RNF4	467	888	827	401
RNF4_p2498724	RNF4	479	1002	668	688
RNF4_p2498764	RNF4	600	1016	496	560
RNF4_p2498826	RNF4	1	1033	162	537
RNF4_p2502380	RNF4	1208	2353	1125	512
RNF4_p2502443	RNF4	182	640	363	710
RNF4_p2513670	RNF4	564	1172	318	823
RNF4_p2514795	RNF4	600	555	323	1638
RNF4_p2514821	RNF4	489	49	84	0
RNF6_m26792649	RNF6	657	2079	726	2190
RNF6_m26792664	RNF6	367	1415	243	1008
RNF6_m26792698	RNF6	558	1301	403	800
RNF6_m26792706	RNF6	339	1088	289	1192
RNF6_m26793630	RNF6	380	875	123	669
RNF6_p26789695	RNF6	0	115	113	477
RNF6_p26792655	RNF6	367	608	290	899
RNF6_p26793662	RNF6	371	547	270	856
RNF6_p26793715	RNF6	781	1054	228	781
RNF6_p26793720	RNF6	609	2217	1040	2384
RNF7_m141457214	RNF7	770	183	340	192
RNF7_m141457220	RNF7	824	1456	998	2496
RNF7_m141457235	RNF7	197	1647	291	1660
RNF7_p141457185	RNF7	587	1192	527	1030
RNF7_p141457200	RNF7	423	2006	451	1868
RNF7_p141457222	RNF7	258	327	148	666
RNF7_p141457265	RNF7	84	897	64	447
RNF7_p141457272	RNF7	332	1025	353	1015
RNF7_p141457296	RNF7	491	1675	459	676
RNF7_p141457322	RNF7	816	1218	560	1707
RNF8_m37321980	RNF8	646	1042	371	328
RNF8_m37322022	RNF8	530	270	212	322
RNF8_p37321946	RNF8	152	405	265	594
RNF8_p37321958	RNF8	1068	996	390	473
RNF8_p37321965	RNF8	194	732	380	776
RNF8_p37321983	RNF8	1138	848	648	265
RNF8_p37321988	RNF8	70	93	95	70
RNF8_p37322014	RNF8	488	755	392	72
RNF8_p37322029	RNF8	1650	1773	887	865
RNF8_p37328209	RNF8	1226	574	386	459
RNGTT_m89650791	RNGTT	87	631	172	809
RNGTT_m89673101	RNGTT	324	124	175	167
RNGTT_p89638757	RNGTT	529	930	69	516
RNGTT_p89638940	RNGTT	563	786	469	126
RNGTT_p89650801	RNGTT	760	668	506	1243
RNGTT_p89650806	RNGTT	606	581	654	65
RNGTT_p89650844	RNGTT	809	510	258	917
RNGTT_p89650865	RNGTT	201	31	126	30
RNGTT_p89673055	RNGTT	430	263	261	0
RNGTT_p89673087	RNGTT	173	0	373	0
RNMT_p13731618	RNMT	1080	2632	1101	2289
RNMT_p13731698	RNMT	994	2330	1034	1794
RNMT_p13731714	RNMT	355	1225	310	515
RNMT_p13731767	RNMT	435	840	505	935
RNMT_p13731792	RNMT	1810	2157	1184	3635
RNMT_p13731858	RNMT	257	431	115	470
RNMT_p13734470	RNMT	1035	1071	959	996
RNMT_p13734494	RNMT	228	903	488	1588
RNMT_p13734501	RNMT	792	1617	449	809
RNMT_p13734506	RNMT	1513	2955	909	1981
RNPC3_m104068704	RNPC3	269	89	201	47
RNPC3_m104068777	RNPC3	276	289	241	47
RNPC3_m104068793	RNPC3	425	663	506	78
RNPC3_m104076446	RNPC3	94	204	16	105
RNPC3_m104077394	RNPC3	626	1702	413	1521
RNPC3_p104068706	RNPC3	106	262	103	179
RNPC3_p104068765	RNPC3	245	31	136	6
RNPC3_p104068802	RNPC3	586	288	459	1
RNPC3_p104068821	RNPC3	155	229	436	56
RNPC3_p104068853	RNPC3	168	107	244	507
RNPS1_m2312302	RNPS1	1081	567	469	33
RNPS1_m2312422	RNPS1	671	1439	694	749
RNPS1_m2314175	RNPS1	298	546	195	274
RNPS1_p2312285	RNPS1	131	384	167	463
RNPS1_p2312733	RNPS1	328	1184	431	2112
RNPS1_p2313082	RNPS1	442	802	228	407
RNPS1_p2313194	RNPS1	795	1041	554	907
RNPS1_p2314195	RNPS1	584	828	185	1102
RNPS1_p2314313	RNPS1	357	685	227	723
RNPS1_p2314560	RNPS1	180	1402	400	1233
ROCK1_m18629765	ROCK1	895	1818	1276	2796
ROCK1_m18629771	ROCK1	558	1247	689	2216
ROCK1_m18629778	ROCK1	688	2942	634	2739
ROCK1_m18650546	ROCK1	1075	1829	751	1567
ROCK1_m18650558	ROCK1	848	995	748	1516
ROCK1_m18650567	ROCK1	391	1743	398	2246
ROCK1_m18690780	ROCK1	472	815	214	1044
ROCK1_m18690862	ROCK1	557	1159	600	973
ROCK1_p18690787	ROCK1	519	1277	302	1954
ROCK1_p18690801	ROCK1	547	744	644	1347
ROCK2_m11389818	ROCK2	511	2000	342	2483
ROCK2_m11389902	ROCK2	651	833	439	1368
ROCK2_m11389914	ROCK2	893	2415	379	1723
ROCK2_m11426726	ROCK2	752	1891	732	1867
ROCK2_m11427846	ROCK2	998	1584	502	542
ROCK2_m11484123	ROCK2	636	1733	532	1855
ROCK2_m11484171	ROCK2	1289	1300	777	1327
ROCK2_m11484256	ROCK2	584	1793	441	2617
ROCK2_p11389777	ROCK2	807	1216	446	1389
ROCK2_p11484162	ROCK2	549	735	425	1635
ROGDI_m4851545	ROGDI	288	370	159	425
ROGDI_m4851554	ROGDI	272	1113	255	585
ROGDI_m4851560	ROGDI	67	666	105	395
ROGDI_m4852384	ROGDI	470	1326	407	1241
ROGDI_m4852396	ROGDI	233	995	302	761
ROGDI_m4852439	ROGDI	791	1692	619	2083
ROGDI_m4852544	ROGDI	233	150	129	222
ROGDI_m4852550	ROGDI	763	1649	662	2756
ROGDI_m4852559	ROGDI	975	1349	677	2109
ROGDI_p4852420	ROGDI	887	2041	787	1540
ROPN1B_m125690964	ROPN1B	319	815	370	922
ROPN1B_m125690970	ROPN1B	345	602	150	688
ROPN1B_m125701179	ROPN1B	407	1649	545	1551
ROPN1B_m125701186	ROPN1B	1944	5825	1666	4616
ROPN1B_p125690956	ROPN1B	33	667	23	710
ROPN1B_p125694459	ROPN1B	473	873	423	1534
ROPN1B_p125701145	ROPN1B	441	952	485	679
ROPN1B_p125701207	ROPN1B	446	404	342	602
ROPN1B_p125701261	ROPN1B	1167	2429	554	1567
ROPN1B_p125702088	ROPN1B	791	2080	499	1510
ROR1_m64240143	ROR1	361	843	353	1297
ROR1_m64475011	ROR1	834	1144	559	1939
ROR1_m64515372	ROR1	165	997	175	534
ROR1_m64515377	ROR1	411	1596	369	1794
ROR1_m64515388	ROR1	377	1322	314	1218
ROR1_p64240074	ROR1	966	1870	851	2506
ROR1_p64240132	ROR1	386	2093	322	1209
ROR1_p64475000	ROR1	587	1321	400	1531
ROR1_p64475026	ROR1	1017	2297	742	3113
ROR1_p64515391	ROR1	284	751	469	1091
ROR2_m94712150	ROR2	23	911	123	549
ROR2_m94712158	ROR2	168	683	173	827
ROR2_m94712187	ROR2	653	876	149	744
ROR2_m94712238	ROR2	1525	5473	1352	5083
ROR2_p94538081	ROR2	460	1194	302	972
ROR2_p94712136	ROR2	93	278	157	751
ROR2_p94712161	ROR2	1001	2167	346	1838
ROR2_p94712173	ROR2	797	1747	185	1981
ROR2_p94712192	ROR2	1439	3586	1138	3489
ROR2_p94712201	ROR2	728	1833	489	1792
RORA_m60823974	RORA	578	2308	644	1434
RORA_m60823992	RORA	660	1134	464	1720
RORA_m60824004	RORA	342	1960	554	1679
RORA_m60824019	RORA	257	2169	568	772
RORA_p60806847	RORA	340	1537	373	1800
RORA_p60806857	RORA	357	505	127	533
RORA_p60806888	RORA	836	1742	285	1908
RORA_p60806893	RORA	108	767	167	1113
RORA_p60806899	RORA	493	687	392	1067
RORA_p60824010	RORA	132	1256	442	662
RORB_m77112893	RORB	841	1791	757	1753
RORB_m77245242	RORB	378	972	564	1831
RORB_m77245252	RORB	562	2024	749	1416
RORB_m77249566	RORB	96	367	254	633
RORB_m77249589	RORB	297	646	280	645
RORB_m77249594	RORB	127	520	128	836
RORB_p77112877	RORB	437	1078	448	818
RORB_p77245223	RORB	249	1590	716	2010
RORB_p77249535	RORB	1	790	164	413
RORB_p77249574	RORB	69	88	26	247
RORC_m151789697	RORC	185	872	249	930
RORC_p151789178	RORC	1076	2766	717	3136
RORC_p151789187	RORC	471	793	384	652
RORC_p151789194	RORC	179	1301	420	954
RORC_p151789218	RORC	380	580	211	893
RORC_p151789224	RORC	996	2403	1121	2011
RORC_p151789241	RORC	835	1227	514	2163
RORC_p151789247	RORC	309	1054	324	865
RORC_p151789262	RORC	82	101	83	42
RORC_p151789737	RORC	313	274	81	158
ROS1_m117730788	ROS1	1157	2445	906	3477
ROS1_m117737472	ROS1	247	631	312	806
ROS1_m117739652	ROS1	271	1599	717	1461
ROS1_m117746698	ROS1	632	1332	884	1925
ROS1_m117746749	ROS1	907	557	354	862
ROS1_m117746759	ROS1	236	935	396	1654
ROS1_p117739622	ROS1	239	465	20	90
ROS1_p117739632	ROS1	524	1233	734	1445
ROS1_p117739644	ROS1	1058	2720	598	1990
ROS1_p117746740	ROS1	606	1621	536	2111
RP9_m33138990	RP9	846	2505	718	2535
RP9_m33148842	RP9	111	1003	360	950
RP9_m33148882	RP9	318	1495	464	1332
RP9_m33148896	RP9	156	1065	168	366
RP9_m33148955	RP9	813	1315	331	505
RP9_m33148969	RP9	627	1122	400	614
RP9_p33138970	RP9	240	1448	652	1337
RP9_p33139010	RP9	668	1756	526	1465
RP9_p33148898	RP9	381	1210	501	1342
RP9_p33148910	RP9	264	1005	449	1499
RPA1_m1733388	RPA1	100	620	123	316
RPA1_m1733415	RPA1	367	164	295	105
RPA1_m1746132	RPA1	971	1336	669	363
RPA1_m1746137	RPA1	597	695	715	211
RPA1_m1747246	RPA1	1069	731	817	76
RPA1_p1733372	RPA1	536	602	705	148
RPA1_p1746089	RPA1	123	1324	213	885
RPA1_p1747212	RPA1	372	1032	370	553
RPA1_p1747252	RPA1	746	1309	433	411
RPA1_p1747884	RPA1	623	556	477	57
RPA2_m28233467	RPA2	767	328	747	343
RPA2_m28233518	RPA2	666	557	729	105
RPA2_m28233541	RPA2	515	1016	203	797
RPA2_m28233712	RPA2	287	470	109	518
RPA2_m28233735	RPA2	236	634	182	952
RPA2_m28240648	RPA2	454	955	225	781
RPA2_m28240664	RPA2	598	402	399	156
RPA2_p28233447	RPA2	589	1528	527	1005
RPA2_p28233718	RPA2	599	452	333	336
RPA2_p28233765	RPA2	340	828	405	904
RPA3_m7677551	RPA3	520	472	471	29
RPA3_m7677572	RPA3	248	781	148	286
RPA3_m7677578	RPA3	558	856	301	809
RPA3_m7677586	RPA3	239	648	334	811
RPA3_m7678708	RPA3	682	3066	874	4328
RPA3_m7678734	RPA3	206	652	297	959
RPA3_m7680025	RPA3	149	513	203	686
RPA3_p7678697	RPA3	256	221	231	81
RPA3_p7679986	RPA3	68	38	81	2
RPA3_p7680004	RPA3	545	805	657	308
RPA4_m96139380	RPA4	1556	1925	623	2751
RPA4_m96139405	RPA4	217	513	28	267
RPA4_m96139418	RPA4	34	568	298	733
RPA4_m96139426	RPA4	477	1266	188	850
RPA4_p96139300	RPA4	848	1246	758	2046
RPA4_p96139306	RPA4	862	1695	530	2738
RPA4_p96139315	RPA4	458	1355	349	1073
RPA4_p96139336	RPA4	83	788	105	448
RPA4_p96139345	RPA4	613	1675	546	2151
RPA4_p96139407	RPA4	276	734	221	1087
RPAIN_m5323554	RPAIN	219	90	234	447
RPAIN_m5323564	RPAIN	255	83	350	548
RPAIN_m5323587	RPAIN	179	191	167	63
RPAIN_m5324614	RPAIN	300	292	93	866
RPAIN_m5324623	RPAIN	173	106	258	33
RPAIN_p5323525	RPAIN	771	802	610	571
RPAIN_p5323556	RPAIN	560	668	356	840
RPAIN_p5323570	RPAIN	331	1526	336	1034
RPAIN_p5323577	RPAIN	187	514	399	333
RPAIN_p5323589	RPAIN	238	513	211	753
RPAP1_m41829164	RPAP1	460	741	332	491
RPAP1_m41829172	RPAP1	686	1434	594	1718
RPAP1_m41829185	RPAP1	654	608	449	627
RPAP1_m41829211	RPAP1	803	348	413	294
RPAP1_m41829219	RPAP1	201	1120	184	537
RPAP1_m41829252	RPAP1	616	2481	496	2696
RPAP1_m41829302	RPAP1	508	1232	807	379
RPAP1_p41829156	RPAP1	352	452	370	249
RPAP1_p41829262	RPAP1	335	1082	223	565
RPAP1_p41829272	RPAP1	1116	1120	826	1204
RPAP2_m92764630	RPAP2	1229	384	565	258
RPAP2_m92767137	RPAP2	905	2079	665	1199
RPAP2_m92769551	RPAP2	514	994	305	149
RPAP2_m92772810	RPAP2	53	94	108	121
RPAP2_p92764639	RPAP2	114	104	140	128
RPAP2_p92764647	RPAP2	141	311	172	258
RPAP2_p92764652	RPAP2	0	0	0	0
RPAP2_p92767119	RPAP2	84	99	260	64
RPAP2_p92769604	RPAP2	0	624	196	1378
RPAP2_p92769884	RPAP2	989	1920	879	2217
RPF1_m84945031	RPF1	1341	2641	515	2080
RPF1_m84945092	RPF1	743	2870	841	2714
RPF1_m84945106	RPF1	530	745	225	354
RPF1_m84945111	RPF1	457	1263	716	724
RPF1_p84944955	RPF1	450	346	511	329
RPF1_p84944977	RPF1	1254	4116	1092	3415
RPF1_p84945020	RPF1	379	759	180	1158
RPF1_p84945036	RPF1	428	2816	797	2769
RPF1_p84945148	RPF1	476	340	202	185
RPF1_p84945166	RPF1	578	1326	278	1182
RPF2_m111318435	RPF2	135	579	190	409
RPF2_m111320912	RPF2	596	373	292	1
RPF2_m111329270	RPF2	1187	1201	526	142
RPF2_m111336990	RPF2	701	901	328	449
RPF2_m111345446	RPF2	404	608	248	375
RPF2_p111303299	RPF2	630	531	349	456
RPF2_p111336972	RPF2	36	297	17	2
RPF2_p111345418	RPF2	485	816	293	78
RPF2_p111345430	RPF2	303	1407	416	742
RPF2_p111345436	RPF2	1109	1928	763	1515
RPL10A_m35436623	RPL10A	682	754	445	622
RPL10A_m35436635	RPL10A	142	188	100	423
RPL10A_m35436729	RPL10A	226	125	132	5
RPL10A_m35436773	RPL10A	207	744	88	502
RPL10A_m35437174	RPL10A	675	1355	368	182
RPL10A_m35437179	RPL10A	477	713	648	246
RPL10A_m35437246	RPL10A	180	149	58	165
RPL10A_m35437982	RPL10A	590	343	477	110
RPL10A_m35438016	RPL10A	24	103	59	69
RPL10A_m35438022	RPL10A	225	356	250	29
RPL10A_m35438049	RPL10A	360	780	389	302
RPL10A_m35438084	RPL10A	324	1042	348	638
RPL10A_m35438105	RPL10A	271	544	219	741
RPL10A_m35438118	RPL10A	886	822	587	1781
RPL10A_m35438355	RPL10A	499	452	441	378
RPL10A_m35438478	RPL10A	216	289	95	308
RPL10A_m35438483	RPL10A	245	447	98	567
RPL10A_m35438513	RPL10A	364	835	532	955
RPL10A_m35438520	RPL10A	578	872	399	1320
RPL10A_p35436584	RPL10A	373	280	393	150
RPL10A_p35436592	RPL10A	788	1112	882	1053
RPL10A_p35436606	RPL10A	373	104	186	5
RPL10A_p35436708	RPL10A	239	653	114	335
RPL10A_p35436714	RPL10A	349	260	130	488
RPL10A_p35436782	RPL10A	146	195	233	74
RPL10A_p35437202	RPL10A	1020	218	571	42
RPL10A_p35437208	RPL10A	1337	674	847	159
RPL10A_p35437214	RPL10A	555	1733	432	864
RPL10A_p35437996	RPL10A	747	647	566	599
RPL10A_p35438002	RPL10A	445	944	540	273
RPL10A_p35438073	RPL10A	1215	652	492	89
RPL10A_p35438346	RPL10A	142	490	187	805
RPL10A_p35438359	RPL10A	224	315	148	75
RPL10A_p35438406	RPL10A	169	331	231	66
RPL10A_p35438421	RPL10A	869	1908	715	1598
RPL10L_m47120294	RPL10L	253	320	252	255
RPL10L_m47120331	RPL10L	938	2404	885	1762
RPL10L_m47120361	RPL10L	389	824	269	296
RPL10L_m47120386	RPL10L	1452	1859	825	2679
RPL10L_m47120428	RPL10L	909	1739	503	2299
RPL10L_m47120479	RPL10L	303	941	327	1030
RPL10L_m47120506	RPL10L	227	1605	565	1435
RPL10L_m47120547	RPL10L	474	1538	512	1980
RPL10L_m47120583	RPL10L	247	1313	513	986
RPL10L_m47120592	RPL10L	283	538	296	731
RPL10L_m47120672	RPL10L	522	654	365	1935
RPL10L_m47120713	RPL10L	610	2289	216	1750
RPL10L_m47120743	RPL10L	303	420	437	83
RPL10L_m47120793	RPL10L	377	245	197	709
RPL10L_m47120821	RPL10L	274	769	184	877
RPL10L_m47120832	RPL10L	465	757	349	855
RPL10L_m47120912	RPL10L	216	548	215	978
RPL10L_p47120303	RPL10L	4	1078	2	371
RPL10L_p47120343	RPL10L	228	1379	239	584
RPL10L_p47120350	RPL10L	568	1363	495	2200
RPL10L_p47120431	RPL10L	297	848	148	1644
RPL10L_p47120439	RPL10L	201	394	252	517
RPL10L_p47120453	RPL10L	291	362	432	398
RPL10L_p47120498	RPL10L	200	544	324	1122
RPL10L_p47120536	RPL10L	215	712	275	1128
RPL10L_p47120551	RPL10L	404	894	416	923
RPL10L_p47120635	RPL10L	1075	1585	737	2447
RPL10L_p47120640	RPL10L	569	964	465	1493
RPL10L_p47120717	RPL10L	519	903	194	736
RPL10L_p47120725	RPL10L	341	651	391	786
RPL10L_p47120767	RPL10L	987	1256	442	954
RPL10L_p47120778	RPL10L	646	1836	600	1087
RPL10L_p47120824	RPL10L	800	1721	544	1519
RPL10L_p47120831	RPL10L	583	1340	535	1905
RPL10L_p47120838	RPL10L	677	1346	509	2400
RPL10L_p47120904	RPL10L	153	192	149	571
RPL10_m153626875	RPL10	405	777	223	116
RPL10_m153627684	RPL10	271	261	332	95
RPL10_m153627703	RPL10	398	171	375	17
RPL10_m153627708	RPL10	297	1013	226	746
RPL10_m153627726	RPL10	798	297	624	392
RPL10_m153627897	RPL10	686	534	629	198
RPL10_m153627929	RPL10	452	444	565	70
RPL10_m153628146	RPL10	46	31	58	12
RPL10_m153628158	RPL10	776	455	787	266
RPL10_m153628210	RPL10	309	361	321	107
RPL10_m153628232	RPL10	1087	1909	1103	2595
RPL10_m153628237	RPL10	559	183	535	282
RPL10_m153628246	RPL10	738	1392	771	1838
RPL10_m153628810	RPL10	982	2229	966	3082
RPL10_m153628842	RPL10	592	765	429	94
RPL10_m153628857	RPL10	425	153	247	1
RPL10_m153628873	RPL10	1301	1642	781	1058
RPL10_m153628887	RPL10	216	87	273	6
RPL10_m153628896	RPL10	212	1099	192	693
RPL10_m153628929	RPL10	973	518	317	161
RPL10_m153628955	RPL10	136	1083	237	1385
RPL10_m153628960	RPL10	364	168	228	19
RPL10_m153629073	RPL10	494	983	396	1426
RPL10_m153629153	RPL10	698	1068	446	1576
RPL10_m153629165	RPL10	74	251	113	66
RPL10_m153629184	RPL10	597	1773	641	186
RPL10_m153629218	RPL10	207	267	169	707
RPL10_m153629233	RPL10	633	1742	427	1958
RPL10_m153629249	RPL10	604	1223	418	1671
RPL10_m153629254	RPL10	750	1912	720	1964
RPL10_m153629298	RPL10	606	902	265	521
RPL10_m153629308	RPL10	772	1388	551	1886
RPL10_m153629355	RPL10	309	309	58	696
RPL10_p153627715	RPL10	292	303	413	1296
RPL10_p153627871	RPL10	1219	1890	845	3233
RPL10_p153627879	RPL10	611	1274	416	1999
RPL10_p153627913	RPL10	0	0	43	2
RPL10_p153628129	RPL10	680	484	548	117
RPL10_p153628194	RPL10	421	538	291	823
RPL10_p153628200	RPL10	213	791	363	1086
RPL10_p153628250	RPL10	1731	2214	1329	1837
RPL10_p153628802	RPL10	686	551	876	157
RPL10_p153628847	RPL10	547	691	450	125
RPL10_p153628903	RPL10	2362	3100	1957	723
RPL10_p153628914	RPL10	1164	1128	859	188
RPL10_p153628934	RPL10	61	394	78	309
RPL10_p153628945	RPL10	330	422	294	288
RPL10_p153629040	RPL10	304	487	294	178
RPL10_p153629080	RPL10	423	597	151	107
RPL10_p153629114	RPL10	677	165	460	355
RPL10_p153629157	RPL10	401	373	405	28
RPL10_p153629174	RPL10	550	457	344	34
RPL10_p153629261	RPL10	427	744	319	1424
RPL10_p153629289	RPL10	645	1539	655	1877
RPL10_p153629317	RPL10	118	370	147	703
RPL10_p153629343	RPL10	410	1217	439	1709
RPL11_m24019125	RPL11	774	853	556	85
RPL11_m24019145	RPL11	310	273	539	81
RPL11_m24019204	RPL11	892	158	327	36
RPL11_m24020317	RPL11	42	92	60	57
RPL11_m24021268	RPL11	683	722	410	303
RPL11_m24022302	RPL11	321	164	431	157
RPL11_m24022351	RPL11	40	159	0	423
RPL11_m24022391	RPL11	372	550	279	104
RPL11_m24022850	RPL11	174	336	59	611
RPL11_p24019086	RPL11	455	220	318	112
RPL11_p24019149	RPL11	543	416	246	119
RPL11_p24019184	RPL11	1033	1441	741	997
RPL11_p24019190	RPL11	685	607	611	2
RPL11_p24019203	RPL11	740	221	824	606
RPL11_p24020298	RPL11	176	528	495	146
RPL11_p24020305	RPL11	363	964	79	967
RPL11_p24020343	RPL11	1469	1405	1309	475
RPL11_p24020366	RPL11	288	575	334	1268
RPL11_p24020372	RPL11	107	111	22	42
RPL11_p24020381	RPL11	344	703	187	608
RPL11_p24021179	RPL11	147	446	183	301
RPL11_p24021208	RPL11	812	1033	538	817
RPL11_p24021233	RPL11	431	360	450	275
RPL11_p24021242	RPL11	982	1206	581	622
RPL11_p24021247	RPL11	282	1121	344	389
RPL11_p24021259	RPL11	519	491	418	225
RPL11_p24022272	RPL11	665	1239	351	223
RPL11_p24022281	RPL11	258	1127	241	380
RPL11_p24022309	RPL11	134	213	115	30
RPL11_p24022314	RPL11	1261	948	1002	231
RPL11_p24022323	RPL11	888	1047	547	167
RPL11_p24022352	RPL11	504	591	229	178
RPL11_p24022363	RPL11	659	1122	721	242
RPL11_p24022818	RPL11	37	142	41	484
RPL12_m130210216	RPL12	258	213	142	255
RPL12_m130210249	RPL12	432	166	372	85
RPL12_m130210646	RPL12	1536	131	746	69
RPL12_m130210691	RPL12	507	822	689	959
RPL12_m130211634	RPL12	851	175	685	114
RPL12_m130211890	RPL12	113	238	38	39
RPL12_m130211896	RPL12	283	376	253	138
RPL12_m130211930	RPL12	344	255	298	131
RPL12_m130211937	RPL12	803	239	601	4
RPL12_m130211942	RPL12	120	136	52	443
RPL12_m130211949	RPL12	378	114	166	106
RPL12_m130211956	RPL12	495	113	661	65
RPL12_m130213038	RPL12	439	294	208	103
RPL12_m130213055	RPL12	256	151	229	6
RPL12_m130213064	RPL12	1082	186	694	32
RPL12_m130213067	RPL12	794	1809	515	90
RPL12_p130210183	RPL12	614	1424	713	819
RPL12_p130210190	RPL12	305	132	368	106
RPL12_p130210217	RPL12	733	987	730	470
RPL12_p130210218	RPL12	807	781	828	310
RPL12_p130210607	RPL12	170	547	130	807
RPL12_p130210613	RPL12	457	291	284	410
RPL12_p130210618	RPL12	365	57	174	7
RPL12_p130211564	RPL12	227	772	142	646
RPL12_p130211577	RPL12	323	233	233	66
RPL12_p130211592	RPL12	617	1721	402	1664
RPL12_p130211599	RPL12	694	305	512	100
RPL12_p130211606	RPL12	423	264	173	0
RPL12_p130211911	RPL12	277	348	445	215
RPL12_p130212997	RPL12	802	193	810	70
RPL12_p130213045	RPL12	665	167	656	46
RPL12_p130213554	RPL12	402	694	601	840
RPL13A_m49993138	RPL13A	173	489	31	312
RPL13A_m49993144	RPL13A	360	366	494	36
RPL13A_m49993155	RPL13A	498	648	611	21
RPL13A_m49993492	RPL13A	608	1455	395	234
RPL13A_m49993750	RPL13A	567	195	268	165
RPL13A_m49993805	RPL13A	626	149	240	290
RPL13A_m49993810	RPL13A	336	98	419	117
RPL13A_m49993827	RPL13A	203	1302	287	528
RPL13A_m49994056	RPL13A	205	1764	497	2008
RPL13A_m49994066	RPL13A	452	867	492	391
RPL13A_m49994071	RPL13A	190	1421	196	799
RPL13A_m49994109	RPL13A	291	298	245	3
RPL13A_m49994317	RPL13A	515	1789	355	753
RPL13A_m49994324	RPL13A	527	1023	451	490
RPL13A_m49994347	RPL13A	135	934	207	401
RPL13A_m49994701	RPL13A	290	1868	356	2277
RPL13A_m49994745	RPL13A	736	238	296	66
